request_id,estimated_ttft,current_time,estimated_completion_time,deadline,time_until_deadline,slack,remaining_prefill_tokens,queue_position,ahead_prefill_tokens,is_violation,actual_ttft,absolute_error,relative_error,percent_error
1,0.3002225937726622,0.0,0.3002225937726622,10000.0,10000.0,9999.699777406227,7270,0,0,False,0.364484,0.06426140622733778,0.17630789342560382,17.630789342560384
2,0.6237361838159958,0.0,0.6237361838159958,10000.0,10000.0,9999.376263816184,7834,1,7270,False,0.73128,0.10754381618400422,0.1470624332458213,14.70624332458213
3,0.9436983098889788,0.0,0.9436983098889788,10000.0,10000.0,9999.05630169011,7748,2,15104,False,1.094506,0.15080769011102113,0.1377860789351736,13.77860789351736
4,1.0594099615741233,0.0,1.0594099615741233,10000.0,10000.0,9998.940590038426,2802,3,22852,False,1.214333,0.15492303842587685,0.1275787106385784,12.75787106385784
5,1.3597151475321425,0.0,1.3597151475321425,10000.0,10000.0,9998.640284852469,7272,4,25654,False,1.553348,0.19363285246785744,0.12465516578890078,12.465516578890078
6,1.5804840589913791,0.0,1.5804840589913791,10000.0,10000.0,9998.419515941008,5346,5,32926,False,1.805556,0.22507194100862082,0.1246551981819566,12.46551981819566
7,2.5572605391158327,0.0,2.5572605391158327,10000.0,10000.0,9997.442739460885,23653,6,38272,False,3.267511,0.7102504608841671,0.21736742764880276,21.736742764880276
8,3.688773478506609,0.0,3.688773478506609,10000.0,10000.0,9996.311226521491,27400,7,61925,False,5.076066,1.387292521493391,0.27330072569848207,27.330072569848205
9,4.1434434588968445,0.0,4.1434434588968445,10000.0,10000.0,9995.856556541105,11010,8,89325,False,5.67225,1.5288065411031555,0.26952382936280234,26.952382936280234
10,4.8852038755879805,0.0,4.8852038755879805,10000.0,10000.0,9995.114796124411,17962,9,100335,False,6.763566,1.8783621244120194,0.27771771938235235,27.771771938235233
11,2.823826817355521,3.0280691734265788,5.851895990782101,10003.0,9999.971930826574,9997.14810400922,13544,3,54836,False,4.575786,1.751959182644479,0.3828761184733025,38.28761184733025
12,6.423565920047294,3.0280691734265788,9.451635093473874,10003.0,9999.971930826574,9993.548364906526,87169,4,68380,False,14.553563,8.129997079952705,0.5586258897530938,55.86258897530938
13,6.6847224101461,3.0280691734265788,9.71279158357268,10003.0,9999.971930826574,9993.287208416428,6324,5,155549,False,14.89152,8.206797589853899,0.5511054338209866,55.11054338209866
14,6.767810148615233,3.0280691734265788,9.795879322041811,10003.0,9999.971930826574,9993.20412067796,2012,6,161873,False,14.996856,8.229045851384766,0.5487180680660511,54.87180680660511
15,7.070262731392534,3.0280691734265788,10.098331904819112,10003.0,9999.971930826574,9992.90166809518,7324,7,163885,False,15.423767,8.353504268607466,0.5415994853013189,54.159948530131885
16,7.459189332238604,3.0280691734265788,10.487258505665183,10003.0,9999.971930826574,9992.512741494334,9418,8,171209,False,15.983379,8.524189667761394,0.533315869426696,53.331586942669595
17,7.496975257039427,3.0280691734265788,10.525044430466004,10003.0,9999.971930826574,9992.474955569534,915,9,180627,False,16.009235,8.512259742960573,0.531709337951537,53.170933795153694
