request_id,estimated_ttft,current_time,estimated_completion_time,deadline,time_until_deadline,slack,remaining_prefill_tokens,queue_position,ahead_prefill_tokens,is_violation
1,0.29116707889466,0.18587822790020653,0.4770453067948665,1000000.1858782279,1000000.0,999999.7088329211,7270,0,0,False
2,0.2932497044933563,0.2679016360950158,0.5611513405883721,1000000.2581054419,999999.9902038058,999999.6969541013,7322,0,0,False
3,0.2898053621570508,0.5486524902346436,0.8384578523916943,1000000.5026239188,999999.9539714286,999999.6641660664,7236,0,0,False
4,0.38152098948425456,0.7273160192258621,1.1088370087101167,1000000.6520286474,999999.9247126281,999999.5431916387,2290,1,7236,False
5,0.6522623173147775,0.7273160192258621,1.3795783365406395,1000000.664392615,999999.9370765957,999999.2848142784,6760,2,9526,False
6,0.55606103485192,1.1235618612424323,1.6796228960943522,1000001.039392615,999999.9158307537,999999.3597697188,4834,2,9050,False
7,1.3911538494368658,1.2227941324303084,2.6139479818671743,1000001.218377168,999999.9955830356,999998.6044291862,23141,2,11594,False
8,2.1972901581014757,1.483519155419003,3.680809313520479,1000001.4111371433,999999.9276179879,999997.7303278297,26888,2,27975,False
9,2.6177402260844387,1.483519155419003,4.101259381503442,1000001.4282741653,999999.9447550098,999997.3270147837,10498,3,54863,False
10,3.316621316416188,1.5826316575188788,4.8992529739350665,1000001.5030915343,999999.9204598768,999996.6038385604,17450,4,65361,False
11,3.8590651838920165,1.5826316575188788,5.441696841410895,1000001.5610044053,999999.9783727478,999996.1193075639,13544,5,82811,False
12,6.229814024069527,1.9634085415663827,8.19322256563591,1000001.887764615,999999.9243560735,999993.6945420494,87169,4,68380,False
13,6.483093337264827,2.057188366375592,8.540281703640419,1000002.016820333,999999.9596319665,999993.4765386293,6324,5,155549,False
14,6.563674927737462,2.2661085454020107,8.829783473139472,1000002.2331027873,999999.9669942419,999993.4033193142,2012,6,161873,False
15,6.857004733215383,2.3802855211018867,9.23729025431727,1000002.3063445298,999999.9260590087,999993.0690542755,7324,7,163885,False
16,7.2342002695331145,2.3802855211018867,9.614485790635001,1000002.3385676678,999999.9582821466,999992.724081877,9418,8,171209,False
17,7.270846469971714,2.4994142720337624,9.770260742005476,1000002.4396612139,999999.9402469419,999992.6694004718,915,9,180627,False
18,7.785335093834273,2.4994142720337624,10.284749365868034,1000002.4479042867,999999.9484900146,999992.1631549208,12846,10,181542,False
19,8.606610488581714,2.7545530897375143,11.361163578319228,1000002.6676691303,999999.9131160405,999991.3065055519,20506,11,194388,False
20,9.271809114903778,2.89219723318139,12.164006348085168,1000002.79251423,999999.9003169968,999990.6285078819,16609,12,214894,False
21,10.327259738027708,3.035383518577266,13.362643256604974,1000002.9699117526,999999.9345282341,999989.6072684961,26353,13,231503,False
22,10.569925670768113,3.035383518577266,13.605309189345379,1000003.02463304,999999.9892495214,999989.4193238507,6059,14,257856,False
23,9.73150866532371,3.446959153822637,13.178467819146348,1000003.39963304,999999.9526738861,999990.2211652207,5954,14,237027,False
24,10.185641197316357,3.7793568779782647,13.964998075294622,1000003.6791404225,999999.8997835445,999989.7141423471,11339,15,242981,False
25,10.793287266228294,3.9021151887181404,14.695402454946434,1000003.8674912795,999999.9653760907,999989.1720888244,15172,16,254320,False
26,12.63248597283085,3.9021151887181404,16.53460116154899,1000003.8945493159,999999.9924341271,999987.3599481543,45922,17,269492,False
27,12.674659141204451,4.030180893506016,16.704840034710468,1000003.9731381342,999999.9429572407,999987.2682980995,1053,18,315414,False
28,12.90334745213822,4.030180893506016,16.933528345644238,1000003.9787371494,999999.9485562559,999987.0452088037,5710,19,316467,False
29,13.193232915279836,4.030180893506016,17.223413808785853,1000003.9996844203,999999.9695035268,999986.7762706116,7238,20,322177,False
30,13.607955762866384,4.164472553109892,17.772428315976278,1000004.1433104132,999999.9788378602,999986.3708820973,10355,21,329415,False
31,13.667110339967817,4.450807688509644,18.11791802847746,1000004.3140053441,999999.8631976555,999986.1960873156,1477,22,339770,False
32,13.862076136399619,4.765640614885396,18.627716751285014,1000004.6890053441,999999.9233647292,999986.0612885928,15366,22,330749,False
33,14.014508310027278,4.765640614885396,18.780148924912673,1000004.7382886052,999999.9726479903,999985.9581396803,3806,23,346115,False
34,14.365831228330435,4.850047307577272,19.215878535907706,1000004.7961342825,999999.9460869749,999985.5802557466,8772,24,349921,False
35,15.41339190447469,4.9417345826520815,20.35512648712677,1000004.875389349,999999.9336547663,999984.5202628619,26156,25,358693,False
36,16.0796318435961,4.9417345826520815,21.021366426248182,1000004.9016479241,999999.9599133414,999983.8802814978,16635,26,384849,False
37,16.171467622400154,4.9417345826520815,21.113202205052236,1000004.919044405,999999.9773098223,999983.8058422,2293,27,401484,False
38,16.215923668833863,5.040850379983957,21.25677404881782,1000004.9997569844,999999.9589066044,999983.7429829356,1110,28,403777,False
39,16.361226854835216,5.040850379983957,21.402077234819174,1000005.0319268551,999999.9910764751,999983.6298496203,3628,29,404887,False
40,16.442849758107197,5.2563781354157095,21.699227893522906,1000005.1704392465,999999.914061111,999983.471211353,2038,30,408515,False
41,16.519025794428746,5.2563781354157095,21.775403929844455,1000005.2422824372,999999.9859043017,999983.4668785073,1902,31,410553,False
42,16.382493666237288,5.4658242648378605,21.848317931075147,1000005.4657619811,999999.9999377163,999983.61744405,14041,31,395005,False
43,16.8669043703956,5.667528288557612,22.53443265895321,1000005.6163690896,999999.948840801,999983.0819364307,12095,32,409046,False
44,16.909598195168872,5.667528288557612,22.577126483726484,1000005.6631815261,999999.9956532376,999983.0860550423,1066,33,421141,False
45,17.29468367846628,5.895039915989364,23.189723594455646,1000005.8863488928,999999.9913089768,999982.6966252984,9615,34,422207,False
46,18.094732312303933,6.145990715005116,24.24072302730905,1000006.0905423962,999999.9445516812,999981.8498193689,19976,35,431822,False
47,17.81361790697221,6.2691927725609915,24.0828106795332,1000006.1518137759,999999.8826210033,999982.0690030963,6525,35,438254,False
48,17.849583249042006,6.2691927725609915,24.118776021602997,1000006.1943310626,999999.92513829,999982.075555041,898,36,444779,False
49,18.06549545293762,6.35534073288441,24.42083618582203,1000006.3377389751,999999.9823982422,999981.9169027893,5391,37,445677,False
50,19.01192863606825,6.44890165594581,25.460830292014062,1000006.3565558653,999999.9076542093,999980.8957255732,23631,38,451068,False
51,20.549186681352122,6.44890165594581,26.998088337297933,1000006.3844344666,999999.9355328106,999979.3863461292,38383,39,474699,False
52,20.851287544639938,6.44890165594581,27.30018920058575,1000006.3853581548,999999.9364564988,999979.0851689542,7543,40,513082,False
53,21.210700662384184,6.656935524401561,27.867636186785745,1000006.5786216723,999999.9216861479,999978.7109854856,8974,41,520625,False
54,22.181764898268632,6.771696016261437,28.95346091453007,1000006.7152691276,999999.9435731113,999977.7618082131,24246,42,529599,False
55,22.813000707135032,6.890571009753312,29.703571716888344,1000006.8679367133,999999.9773657036,999977.1643649964,15761,43,553845,False
56,20.431278032072083,7.096348616577064,27.527626648649147,1000007.05761759,999999.9612689734,999979.5299909414,27701,43,482437,False
57,20.87347551736451,7.19426891643694,28.06774443380145,1000007.1343901311,999999.9401212147,999979.0666456973,11041,44,510138,False
58,21.06715969804327,7.298743836200815,28.365903534244083,1000007.2395209931,999999.9407771569,999978.8736174589,4836,45,521179,False
59,21.16127835490743,7.298743836200815,28.460022191108244,1000007.2583443517,999999.9596005154,999978.7983221605,2350,46,526015,False
60,21.1986855146994,7.298743836200815,28.497429350900212,1000007.2735489497,999999.9748051135,999978.7761195988,934,47,528365,False
61,21.762636496530995,7.5262639874085675,29.288900483939564,1000007.4115282982,999999.8852643108,999978.1226278142,14081,48,529299,False
62,22.080437152793596,7.5262639874085675,29.606701140202162,1000007.4911468892,999999.9648829018,999977.884445749,7935,49,543380,False
63,22.636578288630083,7.647333646372443,30.28391193500253,1000007.5952659103,999999.9479322638,999977.3113539752,13886,50,551315,False
64,22.672543630699877,7.9071585768441945,30.579702207544074,1000007.7762865231,999999.8691279462,999977.1965843155,898,51,565201,False
65,23.46129802571383,7.9071585768441945,31.368456602558027,1000007.9021723352,999999.9950137583,999976.5337157326,19694,52,566099,False
66,23.588818793141698,8.04695856796807,31.635777361109767,1000008.0029840507,999999.9560254827,999976.3672066896,3184,53,585793,False
67,23.69499264818293,8.193268235635946,31.888260883818873,1000008.1053815839,999999.9121133483,999976.2171207,2651,54,588977,False
68,24.62188119107964,8.193268235635946,32.815149426715585,1000008.1506733242,999999.9574050886,999975.3355238975,23143,55,591628,False
69,24.85906020637733,8.193268235635946,33.05232844201328,1000008.1545861608,999999.9613179251,999975.1022577188,5922,56,614771,False
70,25.196645805827547,8.345536139463823,33.54218194529137,1000008.2263328863,999999.8807967468,999974.684150941,8429,57,620693,False
71,25.531147517372002,8.345536139463823,33.87668365683582,1000008.256525714,999999.9109895745,999974.3798420571,8352,58,629122,False
72,26.0181214530364,8.345536139463823,34.363657592500225,1000008.3221684668,999999.9766323273,999973.9585108743,12159,59,637474,False
73,27.14810604229829,8.666951552879576,35.81505759517787,1000008.5621770234,999999.8952254705,999972.7471194282,28214,60,649633,False
74,28.22510383027027,8.666951552879576,36.892055383149845,1000008.5954887874,999999.9285372345,999971.7034334043,26891,61,677847,False
75,28.310531530309103,8.666951552879576,36.97748308318868,1000008.6029977172,999999.9360461644,999971.6255146341,2133,62,704738,False
76,29.76925056022675,8.666951552879576,38.436202113106326,1000008.6443012158,999999.9773496629,999970.2080991027,36422,63,706871,False
77,29.826282461237206,8.836900504259452,38.66318296549666,1000008.6877468149,999999.8508463106,999970.0245638493,1424,64,743293,False
78,30.5508759676144,8.836900504259452,39.38777647187385,1000008.823304617,999999.9864041127,999969.435528145,18092,65,744717,False
79,31.95768955953377,9.011266952727329,40.9689565122611,1000008.9250868782,999999.9138199255,999967.956130366,35126,66,762809,False
80,31.99589772917139,9.192837507435206,41.1887352366066,1000009.1165875943,999999.9237500868,999967.9278523576,954,67,797935,False
81,32.63077813283551,9.380901659839083,42.01167979267459,1000009.253034808,999999.8721331481,999967.2413550153,15852,68,798889,False
82,33.0009247825115,9.380901659839083,42.38182644235058,1000009.3182257398,999999.9373240799,999966.9363992974,9242,69,814741,False
83,33.51865749624895,9.574652733458958,43.09331022970791,1000009.5284905155,999999.953837782,999966.4351802858,12927,70,823983,False
84,34.23151620838733,9.574652733458958,43.806168941846295,1000009.5513266566,999999.9766739231,999965.7451577147,17799,71,836910,False
85,34.55328186338592,9.574652733458958,44.12793459684488,1000009.5541984022,999999.9795456687,999965.4262638054,8034,72,854709,False
86,34.98394480690095,9.574652733458958,44.55859754035991,1000009.5659938116,999999.9913410781,999965.0073962712,10753,73,862743,False
87,35.165814092356335,9.774632588134834,44.94044668049117,1000009.7261722652,999999.9515396771,999964.7857255847,4541,74,873496,False
