Request Id,prefill_time_execution_plus_preemption_normalized
8,4.737193456589747e-05
18,5.532358807430264e-05
9,4.421096113871393e-05
14,5.651432972819588e-05
30,4.95223055001718e-05
32,5.678711093551417e-05
40,5.37786770915049e-05
28,5.956213315487628e-05
37,5.511319152574476e-05
60,5.701679949778929e-05
20,2.8417901206846127e-05
4,4.7701195572498974e-05
12,5.1145054807496356e-05
7,4.30255993776906e-05
48,5.80643432123219e-05
17,5.3066820846651274e-05
5,4.791106587723708e-05
88,5.864752230756837e-05
49,6.57980272839071e-05
56,5.5790578014801115e-05
38,6.592108714556698e-05
61,5.9396571951624034e-05
36,4.853128384262426e-05
29,8.062584756157498e-05
24,6.483608220174862e-05
92,5.909663806706973e-05
68,6.637066646266906e-05
41,4.9929630788021354e-05
46,5.8271620577515724e-05
45,5.952317598586573e-05
77,6.975387248596005e-05
16,4.721941708799922e-05
10,6.27647469974058e-05
19,6.463263264328264e-05
21,5.554387812847221e-05
52,5.0212935770504284e-05
25,5.0453878858190575e-05
26,5.4807947411949625e-05
112,6.060315187928006e-05
69,5.151811362763187e-05
80,6.233324395741699e-05
13,5.8530946934882134e-05
11,6.45566562975681e-05
67,5.6451851269623814e-05
71,6.952726762633822e-05
53,6.85162867521194e-05
98,6.920804059644475e-05
106,6.476214281880728e-05
44,4.141456919202969e-05
62,5.80152273614045e-05
64,5.937273394054004e-05
50,5.0991370646023246e-05
23,6.152846254860806e-05
15,0.00011059937034444939
83,7.293592204240611e-05
6,4.821333018969899e-05
70,5.3708238640638034e-05
78,5.233304213873329e-05
42,6.013114473200677e-05
34,4.924099654376952e-05
58,6.290704589617613e-05
35,6.157301042314419e-05
72,5.7783650661495466e-05
120,5.663981453111321e-05
74,5.9093082005078256e-05
152,5.94318635231844e-05
47,4.996823119022252e-05
51,5.484823386253124e-05
65,5.74662744455574e-05
33,6.056572802894705e-05
140,6.949695917001132e-05
116,5.733213975030714e-05
132,7.184169063331954e-05
108,5.8545124878922866e-05
75,6.474894854266615e-05
76,7.117335370963324e-05
142,7.953878084732161e-05
90,5.581507648088243e-05
114,6.909302481209306e-05
55,5.618040514540406e-05
54,7.881297079493414e-05
66,6.273025279026953e-05
39,6.39581191323323e-05
84,6.279872845555556e-05
118,6.083741805661251e-05
154,6.0398437547950346e-05
162,5.714360629403134e-05
96,6.668533584853631e-05
200,6.188499828219181e-05
86,6.367820441190014e-05
150,5.684484778094086e-05
79,8.039238895826445e-05
100,6.811808104823479e-05
63,6.890977904437831e-05
124,5.392520402207326e-05
82,7.865393558495508e-05
174,5.8695459075357975e-05
73,5.755805426473711e-05
138,7.421824367918996e-05
104,5.875666493486165e-05
160,5.594379491493128e-05
43,5.5979541964294346e-05
22,6.217779676318807e-05
176,6.16488069435416e-05
59,7.164565387401309e-05
148,7.02205760270244e-05
81,6.395305220006357e-05
156,6.224560696629519e-05
128,6.295684282547744e-05
144,5.855758472262204e-05
168,5.416484756033968e-05
57,6.884898120154313e-05
244,6.146983432747843e-05
136,6.475128089268507e-05
184,6.633585455271355e-05
87,6.661051256551439e-05
192,6.290086048408441e-05
133,5.96358667155676e-05
126,6.734750880241249e-05
170,6.889201065343505e-05
188,6.562348896951614e-05
232,6.429756937530442e-05
208,3.944678267715212e-05
260,6.278325717382576e-05
125,5.6190799246559915e-05
31,5.8686304164202106e-05
93,6.03266711845212e-05
169,6.703162593245368e-05
97,7.343283837784444e-05
137,5.558392261349724e-05
158,5.7841872528342225e-05
117,6.261089335042526e-05
256,6.202217259833108e-05
94,8.889886031269255e-05
102,5.357542708078991e-05
180,5.407154861966622e-05
89,5.749645405295827e-05
85,5.9708358341991976e-05
130,4.672031471010315e-05
172,6.914660996876e-05
189,7.474343219939486e-05
27,5.7918482041849786e-05
202,6.469438671947308e-05
212,6.077908955674593e-05
110,6.042474773703039e-05
296,5.415027397077575e-05
113,6.163614012977343e-05
161,6.215852325743709e-05
146,6.502679051239702e-05
123,0.00011605231638725517
91,8.329997791888852e-05
103,7.865643790950574e-05
164,5.545070701281952e-05
95,6.54535659168718e-05
194,4.1643507575913965e-05
228,4.9593694267963565e-05
264,2.787684573881788e-05
252,6.208315071377667e-05
204,6.853054741261877e-05
119,7.065445229194549e-05
122,7.659255903410476e-05
166,5.9731920639265216e-05
134,6.453339049151349e-05
308,6.515669636825632e-05
210,5.7241890818037645e-05
224,6.752981176676208e-05
178,5.66025683824042e-05
272,8.283873333332144e-05
216,6.78102948415696e-05
248,6.643802530397097e-05
157,6.524802775360165e-05
141,6.006627360115228e-05
220,6.341252005021368e-05
240,6.143856870588182e-05
196,6.710347086710915e-05
109,5.366897864300585e-05
129,4.74543287175538e-05
230,6.162793200816259e-05
153,5.4957902593957334e-05
234,5.934917789264329e-05
238,5.248104902546065e-05
292,6.0055974969263763e-05
101,0.00013919109000716916
186,6.888475923907606e-05
145,5.374375853678264e-05
105,6.764676635604202e-05
280,6.549851845617167e-05
190,5.5862292394113724e-05
316,6.904590537572254e-05
182,0.0001272859241551947
226,8.504928208775575e-05
121,6.16287859319843e-05
236,7.296392695516913e-05
250,5.7041313927467746e-05
181,6.577620456880686e-05
300,7.40551601100181e-05
336,6.509193226678028e-05
107,5.3742629628689404e-05
173,7.174168943033575e-05
115,6.824336266593666e-05
284,5.8797278616235714e-05
177,6.21570513984245e-05
111,6.0138794433244116e-05
242,5.835687824887025e-05
288,6.242687112272834e-05
225,7.291061106285261e-05
163,5.6724558374017956e-05
254,5.26279186982349e-05
185,5.96362337432411e-05
312,7.691376480294186e-05
159,6.74453376685687e-05
99,0.00011207000604382208
198,4.853705151407051e-05
356,7.032775485041599e-05
155,5.072175053017564e-05
276,8.055940278344113e-05
328,5.839116015718555e-05
165,6.306398281327395e-05
206,5.86788960659361e-05
222,5.614494344385481e-05
304,6.553479842840889e-05
171,6.389767643082318e-05
282,8.624871413078142e-05
262,6.191453658063704e-05
266,7.071195900798954e-05
332,8.20610544202812e-05
214,8.044814962117983e-05
360,6.0960757266345726e-05
193,0.00010904558613418461
127,0.00010149226151187945
139,6.0781219737846753e-05
324,5.924414944200286e-05
344,6.969473858476805e-05
246,5.965804963437346e-05
368,5.9062339956686416e-05
348,5.460294037653377e-05
131,9.142367637653515e-05
340,7.275604204379583e-05
352,5.454402280953272e-05
396,5.9541279267298426e-05
221,6.348393843247261e-05
135,5.8568672102581996e-05
420,5.59696979480758e-05
201,6.952460911664653e-05
372,5.8799560610398047e-05
