cdf,prefill_time_execution_plus_preemption
0.0,0.049997126326786656
0.01,0.06845603319654345
0.02,0.07770983462678487
0.03,0.08005443102488656
0.04,0.08220635764503982
0.05,0.0830474201269226
0.06,0.08468573935388121
0.07,0.08662969722648313
0.08,0.08854982215449468
0.09,0.08969949570843028
0.1,0.09094945486615416
0.11,0.0946171540456669
0.12,0.10431989890765976
0.13,0.11018057178828641
0.14,0.11375243861705371
0.15,0.11627697983437776
0.16,0.12118627548874769
0.17,0.1304746922475741
0.18,0.13468890142536394
0.19,0.13778388567682043
0.2,0.14237226157697197
0.21,0.14995297973886407
0.22,0.15924174963395218
0.23,0.1630183784401865
0.24,0.17193524185365278
0.25,0.1898935637757191
0.26,0.19734032831967283
0.27,0.22271517957526396
0.28,0.24133839198874854
0.29,0.26432293837777476
0.3,0.27912348663917896
0.31,0.28926132968697854
0.32,0.30032925118027604
0.33,0.3245286508663901
0.34,0.34446383119459156
0.35000000000000003,0.36294991295592355
0.36,0.3650275879162809
0.37,0.37714082728624815
0.38,0.3783643173624432
0.39,0.3851469835950004
0.4,0.39369673675644523
0.41000000000000003,0.40458744052673407
0.42,0.41641288512042135
0.43,0.4465980641204965
0.44,0.459607165980824
0.45,0.4689288470876761
0.46,0.49397103467384457
0.47000000000000003,0.5039044810006942
0.48,0.5325775890403497
0.49,0.5426230944834893
0.5,0.555040676296386
0.51,0.5654748941016459
0.52,0.5729569180928115
0.53,0.5819633683506766
0.54,0.5947273680332338
0.55,0.6136888178534037
0.56,0.6244907888895319
0.5700000000000001,0.6419227599669503
0.58,0.6574717259196922
0.59,0.6616224293853895
0.6,0.6750103291236683
0.61,0.6986171351067818
0.62,0.7469237580411471
0.63,0.7722408154540299
0.64,0.7951614940705926
0.65,0.8201442229091628
0.66,0.8463880878244767
0.67,0.8656702254366144
0.68,0.8771967068353913
0.6900000000000001,0.9047063109631381
0.7000000000000001,0.9325296482694508
0.71,0.9714097723069478
0.72,1.0087595582175868
0.73,1.022694229770156
0.74,1.0359885929583965
0.75,1.1019352944260845
0.76,1.1405768823224984
0.77,1.1515580713011981
0.78,1.1804526879778625
0.79,1.2201137803850242
0.8,1.3001037034371168
0.81,1.363257782297884
0.8200000000000001,1.4068442184702707
0.8300000000000001,1.438323948906225
0.84,1.5041980985077192
0.85,1.5684490606812203
0.86,1.7033736024409671
0.87,1.723741570621769
0.88,1.7500927585041635
0.89,1.8031089163161345
0.9,1.9467658609021645
0.91,1.9909384226363929
0.92,2.133833911308388
0.93,2.7429350285389575
0.9400000000000001,3.1943128712145765
0.9500000000000001,3.560326516255363
0.96,4.502345434891388
0.97,5.858713197278304
0.98,8.21220051130398
0.99,10.57516357404511
1.0,17.039811438376717
