Request Id,prefill_time_execution_plus_preemption_normalized
5,5.0071243441069246e-05
6,5.254551143084294e-05
11,6.0464433065375094e-05
4,5.306158742767243e-05
15,5.796482671442492e-05
1,5.0135331436980095e-05
2,5.030163921711069e-05
7,6.297895751108269e-05
9,5.816179034573762e-05
16,5.953768877863048e-05
8,6.75001327995897e-05
29,5.624692829662451e-05
34,6.625600036166988e-05
14,5.382225631796482e-05
12,0.00011419539015183118
17,4.145632402997966e-05
10,6.256592312168719e-05
3,5.0623582508369305e-05
37,6.791166248995963e-05
20,6.598162331418247e-05
18,6.306696698094907e-05
13,6.260623725653342e-05
21,7.27670046512844e-05
58,5.875292285065091e-05
38,5.4680779927352795e-05
23,5.652495792503249e-05
33,6.501897257893474e-05
42,6.395626048967917e-05
32,6.42866633024605e-05
45,6.0001926715096856e-05
22,5.821800025531402e-05
57,6.145007317146738e-05
43,6.572334243833864e-05
53,5.9954138482014696e-05
44,5.786679743610412e-05
48,4.185778704594267e-05
36,7.058200780137075e-05
49,5.735071091592044e-05
30,6.126291306253573e-05
65,6.882599831736541e-05
31,5.701362812948986e-05
40,5.538171389841073e-05
66,5.5236201385207803e-05
52,6.18396063406121e-05
39,6.330436886340658e-05
59,5.7240846503259545e-05
47,6.323730598306825e-05
85,6.466406305417987e-05
55,6.786607474978642e-05
41,5.731249426716821e-05
28,6.068499805401263e-05
62,6.006671195946695e-05
60,5.5583588925427535e-05
19,6.788563991607558e-05
72,6.348460060611763e-05
24,5.992175874032289e-05
67,6.032818540364529e-05
77,5.593622392436092e-05
75,6.441972774152837e-05
61,6.47810782740836e-05
71,5.9814147940096385e-05
70,5.935487092434998e-05
103,5.9997514684940204e-05
63,6.599375610540954e-05
78,6.769746960009271e-05
69,5.744780960112944e-05
84,6.780060501879386e-05
87,5.850020267443355e-05
83,6.35580365375054e-05
100,5.41132247970374e-05
122,6.067052181341245e-05
130,5.768942990480433e-05
114,6.201393899207277e-05
81,6.819217329672994e-05
92,6.909003971971468e-05
116,6.340985971452313e-05
90,6.404087211770404e-05
115,5.5976607714138026e-05
82,6.277366133879871e-05
117,5.8524149014727394e-05
105,6.21435148049953e-05
113,6.025411254195192e-05
149,5.697899865411067e-05
86,6.42699775593407e-05
134,2.720384840332399e-05
110,6.476903776088387e-05
147,4.8972960311943245e-05
99,4.22537413752266e-05
104,5.606167824909324e-05
160,5.827512429280842e-05
106,5.5733483678653725e-05
123,6.397747285018594e-05
108,6.201418610587707e-05
102,5.764507855317262e-05
101,5.701696339114643e-05
152,5.9358322971595136e-05
171,6.391585958448604e-05
127,5.595826100787038e-05
107,5.629699597945493e-05
121,5.377934049000783e-05
128,5.560903783108362e-05
126,4.8531867538660444e-05
155,5.679001945307367e-05
136,5.742843692717475e-05
138,5.9229075497378624e-05
118,6.0385296001538356e-05
158,5.5100515001562925e-05
132,6.218847450300742e-05
157,5.184974813011736e-05
141,5.353210770946767e-05
153,6.060204916886025e-05
154,6.258142327861224e-05
125,6.666880509107826e-05
143,6.456966636107939e-05
150,5.443396281234613e-05
142,4.990570702581042e-05
148,5.844952215959447e-05
133,6.671765390833978e-05
173,6.339270433688411e-05
164,6.524566715937408e-05
131,6.141061942095006e-05
140,5.80930479301163e-05
197,6.122838008752607e-05
165,5.3877018887688145e-05
163,5.6757124112570047e-05
184,5.4464595182136715e-05
176,5.69475657509734e-05
181,6.583277888598792e-05
185,5.752591707485997e-05
175,5.800333033010041e-05
183,6.242228448854403e-05
189,5.988598739566891e-05
174,6.362092850891718e-05
172,5.63486676636654e-05
187,5.907774684780962e-05
207,5.995214243503596e-05
177,5.404718064995616e-05
169,7.027663639573387e-05
227,5.975362077898897e-05
235,5.6312830228459595e-05
196,5.114347807990111e-05
161,5.5372054141249295e-05
182,6.171886651962593e-05
162,5.481016109634234e-05
205,6.232551526961935e-05
192,5.2801009588123737e-05
146,6.229951147955975e-05
198,6.494754596508831e-05
239,5.865487623095802e-05
