Request Id,request_model_execution_time_normalized
5,0.13691461885541167
6,0.033238723120262756
11,0.050063381087238054
4,0.03681097691812324
15,0.05864980932302148
1,0.04033691933286788
2,0.04073547618347764
7,0.044660373622519726
9,0.044069710546663254
16,0.03716760981207032
8,0.045544792505057524
29,0.06497147424406745
34,0.6151207073577377
14,0.032108778293881146
12,0.05673709972462
17,0.03243981738467721
10,0.04088090110058398
3,0.037693445459758425
37,0.03385072482148479
20,0.03491785104633477
18,0.033522983205608176
13,0.03219938886088596
21,0.035978211064862
58,0.04031366039613538
38,0.03054593340628462
23,0.03173762938664696
33,0.031937828324837284
42,0.034299931596160224
32,0.033833557527753834
45,0.0331534029723769
22,0.031572786994716114
57,0.03719629558292614
43,0.03364768636277354
53,0.033438416375391175
44,0.030729667112618354
48,0.03061734339480543
36,0.033134464089407546
49,0.03167906924843097
30,0.03219279247521503
65,0.0383309134404968
31,0.03134123254319433
40,0.03111680580605198
66,0.03169316060697999
52,0.0322004828904155
39,0.03133641957327904
59,0.03175886988784728
47,0.03197346951978605
85,0.5526190828610144
55,0.033769151525967774
41,0.03126842253265843
28,0.03165619658583273
62,0.03265855957796421
60,0.03145417274448705
19,0.032930964189637146
72,0.0350910037697383
24,0.03207256020765534
67,0.03207568869980375
77,0.03254878212872681
75,0.03369771157055717
61,0.03417187023324371
71,0.03424273524620054
70,0.033724123629998805
103,0.0337294134791819
63,0.03394551702136683
78,0.035817563415223255
69,0.03275289582246064
84,0.035790457922050614
87,0.03275451329599295
83,0.033743189326523856
100,0.03026066858594208
122,0.034334934710976935
130,0.042721541131306315
114,0.03332251966416222
81,0.03327927916295012
92,0.03402887363510814
116,0.030206982720149194
90,0.033149118241326686
115,0.030674953505788503
82,0.03239263849653281
117,0.03210679051154842
105,0.03185098157515046
113,0.031348821747541396
149,0.04971736921154142
86,0.0322396200135267
134,0.029063333977807516
110,0.03205019144337773
147,0.028912921265794752
99,0.029687602249018456
104,0.02988881284360889
160,0.039166619072940424
106,0.029708107464944514
123,0.032281149184855584
108,0.031220853141459757
102,0.030677956839044552
101,0.030087828720300042
152,0.03059011128404485
171,0.039346522619148956
127,0.029832630247376767
107,0.030062082117629056
121,0.030358953384603447
128,0.02987180054174706
126,0.0299088527835438
155,0.03032471375170908
136,0.029790979331372355
138,0.030890137423028055
118,0.029875202523007245
158,0.031450135077236076
132,0.03121011714834437
157,0.03023489381880186
141,0.029879950227974204
153,0.03156894719556162
154,0.03158457230256583
125,0.031244512912681245
143,0.03168924548180509
150,0.03055892540494724
142,0.02988207816827981
148,0.03060162409991921
133,0.031740320120534925
173,0.03293638064352946
164,0.03261599716352394
131,0.030166037804663922
140,0.029906402878773768
197,0.05653691729123258
165,0.03082351714700203
163,0.030508157518227056
184,0.03146026182395146
176,0.031627827559047104
181,0.03343446939502284
185,0.030335616708001254
175,0.030161549399483928
183,0.030985044169403193
189,0.032080238485578866
174,0.03165662406938148
172,0.030225830277229113
187,0.031931692427505626
207,0.034141912144865845
177,0.03013844920426337
169,0.03219897403462895
227,0.11767957149880615
235,0.04834398570846473
196,0.029586422302433545
161,0.030052925072140368
182,0.030848724211984563
162,0.03000778484183996
205,0.02911902098309079
192,0.029922105493510116
146,0.029685143281386286
198,0.03180634149762241
239,0.03197325689402601
206,0.030314004603440872
218,0.03219073665891276
195,0.029756936414563662
240,0.03223363163415697
204,0.03132895015680967
232,0.030739482554421674
201,0.029924622493594972
209,0.030471950980821148
210,0.030861068373182136
203,0.030465878784003395
251,0.03110117423055971
216,0.029947889774748652
193,0.03145969534854224
214,0.0315841950568096
219,0.03066319365320084
286,0.05033915596464247
225,0.030026836884872714
249,0.03200296100974691
302,0.10037054131552499
202,0.030652533285678733
261,0.03154872533489829
259,0.031101847732301537
243,0.030694189437165877
244,0.03189298914125205
224,0.030536600435499207
234,0.030749526517204195
230,0.03061568695612701
217,0.030110217988226703
237,0.03132856392212122
228,0.030257621761302523
248,0.03221422756340229
250,0.03290111121046385
194,0.03118033009576546
311,0.03119585107395841
256,0.030864704076359113
289,0.03464123526483633
271,0.033633112528905294
276,0.036222912036112706
294,0.03886675226422844
254,0.036296951825036276
215,0.03604699717162162
281,0.043443428351433694
264,0.04178101713927609
275,0.04465623116094925
266,0.0435857347993993
280,0.047720173089877256
285,0.0476868351078266
272,0.04716235889484024
283,0.04967962362394967
262,0.04342820707808498
304,0.05391872988713361
325,0.05360447314314634
332,0.03143649284422879
316,0.049001020216041136
334,0.03080201945835747
301,0.04572815319724429
307,0.046472353307132216
299,0.04371347452084839
335,0.02943402971830587
288,0.04256558208946135
274,0.0418819390786054
321,0.046518160172294695
352,0.03168215757194024
357,0.03033522979963392
344,0.030441630368427022
317,0.04339693014230173
346,0.029346158028019716
372,0.02910438717918791
341,0.029222743020941643
330,0.030900075466595706
345,0.029223444736291473
365,0.029237467129075642
336,0.029058611282075195
296,0.040279832578637494
312,0.040730858535058485
362,0.031108341720363857
338,0.02921877116857399
349,0.029229541109673216
348,0.02920048476283762
369,0.03066095875960449
367,0.02899088699986026
374,0.02926830156844587
393,0.03189471008968953
354,0.029809256823822468
347,0.030067013790329323
408,0.03056762749999128
435,0.029344524926712693
385,0.029457410978880934
386,0.02920664618525541
373,0.029461515604321056
368,0.030164074455138055
390,0.030567339814493506
370,0.029903713002276594
378,0.03051479299442572
380,0.030411106165564625
423,0.030372668156669936
394,0.029010081922613475
391,0.029847241746088014
377,0.028980685524903984
447,0.030096968317496225
445,0.03180708483591091
383,0.02977665961253291
412,0.030862145496812043
407,0.030686461849771297
420,0.0336030675837197
389,0.032741462705742776
432,0.033851310724793506
438,0.0354787720563579
446,0.03724203411404556
402,0.0364349345026642
425,0.041542532646484435
439,0.050787903370325724
437,0.049689847956200905
463,0.06074410957670165
467,0.06357574570165922
453,0.051804346853584704
455,0.05130727364868793
397,0.04200045778707734
265,0.039923479236390835
462,0.049596923203162696
426,0.04325468930935712
451,0.0468721001284285
449,0.04475047673889853
459,0.04800135373496194
442,0.03937177087102299
458,0.042101545446071996
443,0.03988490625765613
466,0.042474009762117924
471,0.09009801525633647
464,0.038071554465123336
454,0.03387090233587206
470,0.03332204251914409
468,0.03324623400471069
364,0.02197548264373643
