request_id,estimated_ttft,current_time,estimated_completion_time,deadline,time_until_deadline,slack,remaining_prefill_tokens,queue_position,ahead_prefill_tokens,is_violation
1,0.29323797370830623,0.18587822790020653,0.47911620160851276,10000.1858782279,10000.0,9999.706762026291,7270,0,0,False
2,0.2953354117595898,0.2702577944962501,0.56559320625584,10000.2581054419,9999.987847647404,9999.692512235644,7322,0,0,False
3,0.5872019836651337,0.5106026271841496,1.0978046108492832,10000.50262391877,9999.992021291586,9999.404819307922,7236,1,7322,False
4,0.3842345168563033,0.6552030714843102,1.0394375883406135,10000.652028647404,9999.99682557592,9999.612591059064,2290,1,7236,False
5,0.656901463523174,0.7032987733706748,1.3602002368938488,10000.664392614945,9999.961093841574,9999.304192378051,6760,2,9526,False
6,0.5600159596927268,1.0497034382509607,1.6097193979436875,10001.039392614945,9999.989689176693,9999.429673217,4834,2,9050,False
7,1.4010482829103186,1.257078873167086,2.6581271560774047,10001.218377168083,9999.961298294917,9998.560250012006,23141,2,11594,False
8,2.21291815014564,1.4384769493522398,3.65139509949788,10001.411137143215,9999.972660193864,9997.759742043718,26888,2,27975,False
9,2.636358624422091,1.4384769493522398,4.0748355737743305,10001.42827416525,9999.989797215898,9997.353438591475,10498,3,54863,False
10,3.340210432016306,1.5359936840104549,4.876204116026761,10001.50309153429,9999.96709785028,9996.626887418264,17450,4,65361,False
11,3.886512373681409,1.5869968967588386,5.473509270440248,10001.56100440525,9999.974007508492,9996.08749513481,13544,5,82811,False
12,6.274122912290691,1.927775439155315,8.201898351446006,10001.887764614994,9999.959989175839,9993.685866263548,87169,4,68380,False
13,6.529203647604492,2.020218158196311,8.549421805800803,10002.016820332958,9999.99660217476,9993.467398527157,6324,5,155549,False
14,6.610358366050312,2.277060613690153,8.887418979740465,10002.233102787317,9999.956042173626,9993.345683807576,2012,6,161873,False
15,6.905774448504181,2.333291640887299,9.23906608939148,10002.306344529834,9999.973052888947,9993.067278440443,7324,7,163885,False
16,7.285652747869357,2.390911593534197,9.676564341403555,10002.33856766773,9999.947656074195,9992.662003326326,9418,8,171209,False
17,7.322559590502521,2.449882366723266,9.772441957225787,10002.439661213852,9999.989778847128,9992.667219256626,915,9,180627,False
18,7.8407074598638555,2.449882366723266,10.290589826587121,10002.447904286646,9999.998021919922,9992.157314460059,12846,10,181542,False
19,8.667824088318124,2.700361280589182,11.368185368907305,10002.667669130286,9999.967307849696,9991.299483761379,20506,11,194388,False
20,9.337753868967539,2.8352072090737335,12.172961078041272,10002.792514229972,9999.957307020899,9990.619553151932,16609,12,214894,False
21,10.400711272149795,2.975925860040672,13.376637132190467,10002.969911752585,9999.993985892545,9989.593274620394,26353,13,231503,False
22,10.645103140471477,3.0486301076507702,13.693733248122246,10003.024633039959,9999.976002932308,9989.330899791836,6059,14,257856,False
23,9.80072298344126,3.4151016871158535,13.215824670557113,10003.399633039959,9999.984531352842,9990.1838083694,5954,14,237027,False
24,10.258085484662509,3.7345421968751844,13.992627681537693,10003.67914042254,9999.944598225666,9989.686512741004,11339,15,242981,False
25,10.870053371471645,3.913839007057859,14.783892378529504,10003.86749127944,9999.953652272381,9989.08359890091,15172,16,254320,False
26,12.722333182837922,3.913839007057859,16.63617218989578,10003.894549315955,9999.980710308897,9987.25837712606,45922,17,269492,False
27,12.764806303376416,3.976742971019957,16.741549274396373,10003.97313813428,9999.996395163262,9987.231588859886,1053,18,315414,False
28,12.995121135546214,4.041016283629064,17.036137419175276,10003.978737149417,9999.937720865788,9986.942599730242,5710,19,316467,False
29,13.287068378146037,4.041016283629064,17.3280846617751,10003.999684420309,9999.95866813668,9986.671599758534,7238,20,322177,False
30,13.704740897781459,4.175232622499088,17.879973520280547,10004.143310413267,9999.968077790767,9986.263336892986,10355,21,329415,False
31,13.764316205507342,4.314035011478878,18.07835121698622,10004.314005344093,9999.999970332614,9986.235654127107,1477,22,339770,False
32,14.38410914966165,4.768656375266398,19.15276552492805,10004.689005344093,9999.920348968826,9985.536239819165,15366,23,341247,False
33,14.537625480876756,4.768656375266398,19.306281856143155,10004.738288605227,9999.96963222996,9985.432006749084,3806,24,356613,False
34,14.891447145989448,4.8496493370384774,19.741096483027924,10004.796134282486,9999.946484945447,9985.055037799457,8772,25,360419,False
35,15.946458485785108,4.932114026567966,20.878572512353074,10004.875389348925,9999.943275322357,9983.996816836572,26156,26,369191,False
36,16.617436985460166,4.932114026567966,21.549551012028132,10004.90164792406,9999.969533897493,9983.352096912033,16635,27,395347,False
37,16.709925936452347,4.932114026567966,21.642039963020313,10004.919044405016,9999.986930378449,9983.277004441996,2293,28,411982,False
38,16.33125769750137,5.017205394569379,21.34846309207075,10004.999756984425,9999.982551589856,9983.651293892353,1110,28,403777,False
39,16.477594336925545,5.06369126223281,21.541285599158357,10005.031926855134,9999.968235592902,9983.490641255976,3628,29,404887,False
40,16.55979777439701,5.210832242784703,21.770630017181713,10005.170439246487,9999.959607003702,9983.399809229306,2038,30,408515,False
41,16.63651560465742,5.262771292244096,21.899286896901515,10005.242282437162,9999.979511144918,9983.34299554026,1902,31,410553,False
42,17.202864213851136,5.486310255893478,22.689174469744614,10005.465761981046,9999.979451725152,9982.776587511302,14041,32,412455,False
43,16.986868429916065,5.6400561154542865,22.62692454537035,10005.616369089588,9999.976312974133,9982.989444544217,12095,32,409046,False
44,17.029865909967377,5.688945407198175,22.718811317165553,10005.663181526099,9999.9742361189,9982.944370208932,1066,33,421141,False
45,17.41769027271915,5.89988013669289,23.31757040941204,10005.886348892776,9999.986468756084,9982.568778483364,9615,34,422207,False
46,18.223429167189177,6.1352749876827675,24.358704154871944,10006.090542396136,9999.955267408453,9981.731838241265,19976,35,431822,False
47,18.486617307278134,6.1979221792636086,24.684539486541745,10006.151813775841,9999.953891596577,9981.467274289298,6525,36,451798,False
48,18.522838449009917,6.1979221792636086,24.720760628273524,10006.194331062581,9999.996408883317,9981.473570434307,898,37,458323,False
49,18.74028630544203,6.394991449470969,25.135277754912998,10006.337738975086,9999.942747525614,9981.202461220173,5391,38,459221,False
50,19.693450893709016,6.394991449470969,26.088442343179985,10006.356555865259,9999.961564415788,9980.26811352208,23631,39,464612,False
51,21.24164252298631,6.394991449470969,27.63663397245728,10006.384434466632,9999.98944301716,9978.747800494175,38383,40,488243,False
52,21.545892046463855,6.394991449470969,27.940883495934823,10006.38535815476,9999.990366705288,9978.444474658823,7543,41,526626,False
53,21.361559510033736,6.5798476994289326,27.941407209462668,10006.578621672395,9999.998773972966,9978.637214462931,8974,41,520625,False
54,22.339530336791864,6.727817610857779,29.067347947649644,10006.715269127648,9999.98745151679,9977.647921179998,24246,42,529599,False
55,22.9752557430665,6.889399514131197,29.864655257197697,10006.867936713317,9999.978537199186,9977.00328145612,15761,43,553845,False
