Request Id,request_scheduling_delay
5,0.5584015174858996
15,14.387290746875465
11,4.584986309754679
6,0.54323904257447
29,23.97632293368076
27,23.613691666061207
34,25.20222622323665
25,19.23568669430813
16,14.639215957220388
37,28.04092844862707
4,0.47153321383811153
9,3.1762108135840057
26,20.0920229688462
14,14.356934615389873
45,29.117575085144114
17,15.031688929091693
35,25.527036171454608
7,0.5624618404899326
42,28.086513918113287
38,28.085861847963635
20,16.57501638129684
2,0.1927406377547764
8,1.6242463753609904
43,28.707140065428796
1,0.0
12,5.002806394759978
21,17.31193332412293
33,25.042826007324713
58,40.91127422206824
32,24.20816076490462
23,18.884027420141894
44,29.34074245182196
18,15.023445856297156
68,43.83235061468076
64,42.70753559535652
74,48.50533537592949
57,40.35621629942902
22,18.915630192182533
13,14.032969522771197
10,3.753286601124863
36,27.126089299783303
53,36.314764497094785
85,58.69436058030729
80,55.96663325536849
48,29.840976892397364
65,42.581649783231356
66,43.65662875871715
40,28.18792199544869
30,24.129254006924477
39,28.14543666989222
3,0.32563392189457363
31,24.58316076490462
72,46.24193243176686
41,28.215723551061686
59,41.09697432423138
76,50.3383740029522
52,36.10622072323996
62,41.78987759049071
55,38.01853166143373
67,43.690344737381615
77,52.802366473491595
28,23.60809265092596
60,41.17960135171915
103,66.78532129000561
75,50.22736666037733
71,45.790010610456825
56,38.76166885962641
24,18.901867859771357
70,45.41967663549534
78,52.83892150688489
61,41.13077693255901
19,15.521965677980837
51,33.32886566709181
63,42.10434846797018
54,36.68336078827452
87,59.798457977806365
69,45.159973232527996
122,69.9893560010942
114,68.28477082395366
130,80.14318189154594
100,66.82666057464711
79,53.76559967849034
73,46.67195247806809
116,68.65137149319428
115,68.6876526027056
113,67.987610688124
81,56.02415685944237
105,66.40444499263955
82,56.852334107764115
139,87.96515195135603
134,82.25266644635326
129,78.46819511514384
135,82.23138649087664
149,92.3884187415706
99,67.05707746742955
151,92.74921879921123
104,66.41032129000561
106,66.78026601056541
159,94.26699770164475
97,64.47660645018405
124,70.86852534169961
127,78.40898774077465
121,69.93167188290633
101,66.52762325446838
128,78.48183870979885
107,66.8225927384418
126,78.33970546149538
171,98.29073539119737
118,69.00530703434349
152,92.98576985065084
136,86.23382381058147
168,96.36708683212873
155,94.01954992069363
167,95.37964385971861
125,77.57532014737295
158,94.13042570284712
145,89.79999915921464
157,94.1748341066181
141,87.96189469566829
143,87.72399556611376
154,93.50924614471535
153,93.08894700539743
142,87.97472852977049
150,92.67630364606977
164,94.72821172605526
140,88.04524639988672
148,92.12456245946842
188,102.83932222352536
165,95.14430824394364
191,103.0595005908392
163,94.64447240556247
181,100.46249330374582
175,99.31016794300363
170,97.00019812106686
185,101.78304936216024
183,101.48513674903376
86,59.106054255529024
189,102.78291300334168
172,98.64029350249497
177,99.67590460045788
187,102.34240982025966
169,96.31940385749385
182,101.0399735241256
161,94.89632743023544
162,94.58669249228231
192,103.13755924879169
146,91.29844693519038
205,110.54318867317846
195,104.93689979146666
204,109.76568942159723
131,80.47477163068459
147,91.24809417269698
201,109.30071226086176
203,109.49158771480177
209,113.08571568656109
196,105.04144813821098
194,104.04967915659944
173,98.60333508699875
216,121.20017351701416
84,57.647754016479915
217,121.61834080875494
138,87.70722479809062
133,80.80446763920908
117,68.57139857478647
184,101.74578063071992
160,94.08402111131795
210,113.18724129918112
193,103.29860608615063
202,109.01849215680483
49,30.5623845302008
47,29.773493698522305
102,66.46736455279989
92,61.99910705456488
132,80.36403435723705
207,111.124169820618
89,60.818896182513974
198,105.76037236369858
176,99.36529485793865
83,57.08317537826991
206,110.51057390447917
197,105.90637167657215
109,67.10184517086762
137,85.85882381058147
199,106.61587829817145
227,228.95457894155348
166,95.29127972906737
231,232.0379702388135
229,229.02290009976156
225,225.54886503389258
232,231.97007007574933
228,229.14853184313924
123,70.27380036790557
174,99.22441333347682
108,66.87404228208317
178,99.39416017829537
90,61.16417884516757
