Request Id,prefill_time_execution_plus_preemption_normalized
5,5.0071243441069246e-05
6,5.254551143084294e-05
11,6.0464433065375094e-05
4,5.306158742767243e-05
15,5.796482671442492e-05
1,5.0135331436980095e-05
2,5.030163921711069e-05
7,6.297895751108269e-05
9,5.816179034573762e-05
16,5.953768877863048e-05
8,6.75001327995897e-05
25,6.60342430428756e-05
14,5.382225631796482e-05
27,7.383038757965936e-05
12,0.00011419539015183118
17,4.145632402997966e-05
10,6.256592312168719e-05
3,5.0623582508369305e-05
29,5.7846122230249686e-05
34,5.984122074598532e-05
20,6.598162331418247e-05
18,6.306696698094907e-05
13,6.260623725653342e-05
21,7.27670046512844e-05
37,5.208673424062258e-05
26,8.806498638689217e-05
23,5.652495792503249e-05
22,5.821800025531402e-05
35,7.115353701130037e-05
33,5.3314949507943785e-05
32,6.412760281366197e-05
46,6.863702809921385e-05
38,4.921151006792394e-05
42,6.319691984403846e-05
45,5.980640773257566e-05
43,6.345567308929346e-05
44,7.293611922786127e-05
30,6.03298271503246e-05
36,6.70732178058826e-05
31,5.541594306966192e-05
48,4.2485044418992977e-05
19,6.788563991607558e-05
58,5.273396835039254e-05
49,5.777554584324519e-05
24,5.992175874032289e-05
53,6.274584771872156e-05
40,5.257314024089287e-05
28,6.0822987633184e-05
39,5.836365625793407e-05
50,7.205078790522399e-05
57,6.665598762584099e-05
41,5.465001960934154e-05
64,6.265188513061964e-05
47,6.459890788387896e-05
68,7.002105225890707e-05
52,6.126839532492091e-05
65,6.718677429281765e-05
66,5.4938547082178545e-05
55,6.839349721427398e-05
59,5.624891824050959e-05
74,7.34133818767349e-05
51,8.303620722214967e-05
56,7.643904786498837e-05
62,6.371175595371342e-05
60,5.726516546761638e-05
54,7.17664534884811e-05
72,6.272133221183383e-05
67,5.067537531847201e-05
61,6.491922681794783e-05
80,6.983434478729741e-05
71,5.6103472146392866e-05
63,6.093986081170386e-05
70,5.898776881407193e-05
85,5.719213475703294e-05
76,7.887110458264427e-05
75,5.7770527434760855e-05
77,6.614742709790742e-05
69,5.9459116533051134e-05
89,5.6362970908753785e-05
78,6.423144941887611e-05
73,7.403232471998628e-05
84,6.36589715423363e-05
87,5.415876529623694e-05
79,7.680084342061834e-05
83,6.208584928547369e-05
95,6.15401491226448e-05
81,6.327038130187279e-05
82,5.816362081693794e-05
86,5.848694520963786e-05
90,6.105139747217562e-05
93,6.382667657960352e-05
120,0.00010955354695093192
