Request Id,prefill_time_execution_plus_preemption
5,0.36411808230345555
6,0.28090830410928636
11,0.8498880711669123
4,0.14867856797233814
15,0.45421238213423365
1,0.3644838595468453
2,0.39406304162684513
7,1.4896412820096387
9,0.6403613117065712
16,0.5912092495718007
8,1.8495036387087578
25,1.035681067884461
14,0.1358473749465432
27,0.11554455656216689
12,10.01276600390271
17,0.05915817439078097
10,1.1238091111117452
3,0.3922315172748454
29,0.44830744728443506
34,0.5555658934057277
20,1.1296713727621182
18,0.8424485449315178
13,0.4279762378856624
21,1.9548855799567555
37,0.14610328954494634
26,4.089209577888951
23,0.3654903779432601
22,0.3825504796776684
35,1.897522525017358
33,0.23021395197530126
32,1.018218077475325
46,1.4062354316966932
38,0.07982106933017263
42,0.9197047744902918
45,0.6056594911077937
43,0.7999856706367225
44,0.1150931961415651
30,0.6556042316425774
36,1.1501044657174688
31,0.11022231076555755
48,0.0599039126307801
19,1.4268203797560766
58,0.2820212627378993
49,0.34104904711267636
24,0.7101327628315666
53,0.5952071114597928
40,0.13406150761427682
28,0.3784406290536708
39,0.24162553690784705
50,1.739522172395823
57,0.7700766250413409
41,0.1319251473369505
47,0.45458251477885625
68,1.629232100149025
52,0.49351692434223793
65,1.3776140050086951
66,0.20184930137573076
55,1.1129673801678805
59,0.16098440400433844
51,3.2296932799055114
56,2.156574857414917
62,0.5381732025410173
60,0.08280542926617329
54,1.7767938554678153
72,0.7683501736767298
67,0.18894359180773534
85,0.5002305943216356
61,0.9473662769543125
77,0.11251104702155601
71,0.5288088321090143
63,0.8774121159669122
70,0.5265688837186175
75,0.15295069152895735
89,0.685354991066589
69,0.3817105047656568
78,1.285588379390525
84,1.179673343047753
73,2.1251306480983345
87,0.279901865361893
83,0.8351294946915289
79,2.8155007763903797
95,1.2203593861837305
81,1.0722723790798483
82,0.5971461988197717
88,3.6425033506525892
86,0.6891015043099884
90,0.8972319943669049
109,0.8720423582708889
92,1.206067938375739
91,4.471743341344677
93,1.5242455443914196
111,1.0931867688581036
114,0.556765810120396
105,0.7166690776493567
97,1.8924144747500122
122,0.41018632883144335
130,0.4006010113530607
115,0.21856071138712707
110,0.8736367487989156
117,0.5457010323924152
99,0.0775246592181702
104,0.16324472426033765
113,0.5389664185410226
106,0.08566168065816271
108,0.7561821864767637
102,0.5113056994370027
101,0.1839693807357179
112,1.6255626965010208
107,0.15510963818033474
123,1.0464119407164674
135,4.560176936407473
127,0.05552526610277653
149,0.3740130656360634
121,0.3324261291332675
151,0.6062540971877723
118,0.05963402104679005
128,0.07951095707417721
126,0.14734720583294347
132,0.7291133011373461
119,1.7477135088437876
125,0.9001546623989185
136,0.11725192910617466
138,0.5124339924656454
160,0.3771960631400759
166,0.844722027683531
133,1.0313363259964632
152,0.1426141324249386
156,1.3260624671619041
131,0.16450233798192926
141,0.19571986879971348
143,0.88951213209495
142,0.0832436746421763
