Request Id,prefill_time_execution_plus_preemption
5,0.36411808230345555
6,0.28090830410928636
11,0.8498880711669123
4,0.14867856797233814
15,0.45421238213423365
1,0.3644838595468453
2,0.39406304162684513
7,1.4896412820096387
9,0.6403613117065712
16,0.5912092495718007
8,1.8495036387087578
25,1.035681067884461
14,0.1358473749465432
27,0.11554455656216689
12,10.01276600390271
17,0.05915817439078097
10,1.1238091111117452
3,0.3922315172748454
29,0.44830744728443506
34,0.5555658934057277
20,1.1296713727621182
18,0.8424485449315178
13,0.4279762378856624
21,1.9548855799567555
37,0.14610328954494634
26,4.089209577888951
23,0.3654903779432601
22,0.3825504796776684
35,1.897522525017358
33,0.23021395197530126
32,1.018218077475325
46,1.4062354316966932
38,0.07982106933017263
42,0.9197047744902918
45,0.6056594911077937
43,0.7999856706367225
44,0.1150931961415651
30,0.6556042316425774
36,1.1501044657174688
31,0.11022231076555755
48,0.0599039126307801
19,1.4268203797560766
58,0.2820212627378993
49,0.34104904711267636
24,0.7101327628315666
53,0.5952071114597928
40,0.13406150761427682
28,0.3784406290536708
39,0.24162553690784705
50,1.739522172395823
57,0.7700766250413409
41,0.1319251473369505
64,0.08833915803417369
47,0.45458251477885625
68,1.6563479911844468
52,0.49351692434223793
65,1.3575759613606735
66,0.2030528700157319
55,1.1129673801678805
59,0.16098440400433844
74,2.0117469035681665
51,3.2296932799055114
56,2.156574857414917
62,0.5381732025410173
60,0.08280542926617329
54,1.7767938554678153
72,0.7947420004561465
67,0.16028621213232697
61,0.9473662769543125
80,0.102377149458178
71,0.4973011771056264
63,0.8774121159669122
70,0.5274096409666171
85,0.4887639836336035
76,2.9130253766553835
75,0.15280304506494247
77,0.12806141886154876
69,0.382559955773651
89,0.6813923834505573
78,1.1949618849887713
73,2.1266525599063257
84,1.16565942791172
87,0.27366424104188525
79,2.737028457823996
83,0.834371728547481
95,1.2025583094477383
81,1.0353565196238463
82,0.5673279574484127
88,3.5783333110091746
86,0.6588554377865705
90,0.872026887678885
92,1.1776890314043555
91,4.51345869734007
94,2.199873371005694
93,1.4756621900234848
103,0.11406714609356072
109,0.9249268689908803
100,0.08121320552217526
97,1.9757317906813654
111,1.1536250445151666
96,9.319163400834086
114,0.6236275791717958
105,0.7468490548653506
116,0.09631350478616696
115,0.2625614179470972
110,0.924402847230894
99,0.17127955765016623
117,0.6483679031763927
120,10.746263964710181
104,0.162872066084347
113,0.567023727725001
106,0.08906502248217407
98,17.039811438376717
108,0.7691914879807342
102,0.5404765983810051
122,0.40597999078343605
101,0.19230568895973477
112,1.706419084085013
107,0.1628593418603117
118,0.06885227179878939
123,0.9906413696170091
119,1.9142869846837982
121,0.37756955006130966
124,7.079846058207863
127,0.07661770241816157
128,0.062276775613781865
126,0.11260114058956106
125,0.8662019124835751
